"id","timestampUTC","ai_win","moves","autoplay","ai_mode_id"
"178","1437148143","1","52","0","2"
"179","1437148159","1","33","0","2"
"180","1437148203","1","40","0","2"
"181","1437148367","0","44","0","2"
"182","1437148383","1","36","0","2"
"183","1437148445","1","47","0","2"
"184","1437148471","1","43","0","2"
"185","1437148526","1","35","0","2"
"186","1437148584","1","38","0","2"
"187","1437148585","1","38","0","2"
"188","1437148608","1","33","0","2"
"189","1437148681","1","42","0","2"
"190","1437148718","1","41","0","2"
"191","1437148747","1","38","0","2"
"192","1437148788","0","31","0","2"
"193","1437148824","0","30","0","2"
"194","1437148886","0","40","0","2"
"195","1437148918","0","54","0","2"
"196","1437148958","0","37","0","2"
"197","1437148976","1","29","0","2"
"198","1437148977","0","44","0","2"
"199","1437148980","1","36","0","2"
"200","1437148999","1","39","0","2"
"201","1437149054","1","39","0","2"
"202","1437149103","1","48","0","2"
"203","1437149112","0","53","0","2"
"204","1437149143","1","52","0","2"
"205","1437149146","0","42","0","2"
"206","1437149159","1","49","0","2"
"207","1437149173","1","39","0","2"
"208","1437149173","1","32","0","2"
"209","1437149200","0","36","0","2"
"210","1437149293","1","45","0","2"
"211","1437149299","1","32","0","2"
"212","1437149307","1","51","0","2"
"213","1437149397","0","30","0","2"
"214","1437149401","0","45","0","2"
"215","1437149419","1","56","0","2"
"216","1437149480","1","52","0","2"
"217","1437149490","1","50","0","2"
"218","1437149537","1","43","0","2"
"219","1437149582","1","53","0","2"
"220","1437149602","1","37","0","2"
"221","1437149603","1","23","0","2"
"222","1437149628","1","41","0","2"
"223","1437149705","1","38","0","2"
"224","1437149762","0","47","0","2"
"225","1437149772","1","48","0","2"
"226","1437149793","1","50","0","2"
"227","1437149844","1","60","1","2"
"228","1437149891","1","38","0","2"
"229","1437149946","0","32","0","2"
"230","1437149988","1","45","0","2"
"231","1437150000","1","47","0","2"
"232","1437150241","1","46","0","2"
"233","1437150241","1","30","0","2"
"234","1437150341","1","33","0","2"
"235","1437150383","0","37","0","2"
"236","1437150405","0","43","0","2"
"237","1437150437","1","40","0","2"
"238","1437150497","1","50","0","2"
"239","1437150585","1","37","1","2"
"240","1437150697","0","36","0","2"
"241","1437150714","1","43","0","2"
"242","1437150730","0","40","0","2"
"243","1437150793","1","50","0","2"
"244","1437150953","1","39","0","2"
"245","1437150958","1","40","0","2"
"246","1437150966","1","40","1","2"
"247","1437151234","0","43","0","2"
"248","1437151245","0","43","0","2"
"249","1437151250","1","31","0","2"
"250","1437151280","1","50","0","2"
"251","1437151425","1","45","0","2"
"252","1437151436","1","40","0","2"
"253","1437151460","0","60","0","2"
"254","1437151470","1","47","0","2"
"255","1437151485","1","40","0","2"
"256","1437151517","1","44","0","2"
"257","1437151535","0","60","0","2"
"258","1437151631","0","38","0","2"
"259","1437151684","1","30","0","2"
"260","1437151690","0","30","0","2"
"261","1437151695","1","45","0","2"
"262","1437151723","0","42","0","2"
"263","1437151803","0","40","0","2"
"264","1437151878","1","54","0","2"
"265","1437151997","1","32","0","2"
"266","1437152002","1","48","0","2"
"267","1437152020","0","36","0","2"
"268","1437152056","1","41","0","2"
"269","1437152111","0","39","0","2"
"270","1437152115","1","36","0","2"
"271","1437152120","1","33","0","2"
"272","1437152127","1","39","0","2"
"273","1437152173","1","39","0","2"
"274","1437152177","1","45","0","2"
"275","1437152183","1","41","0","2"
"276","1437152207","1","37","0","2"
"277","1437152224","1","42","0","2"
"278","1437152275","0","40","0","2"
"279","1437152286","1","43","0","2"
"280","1437152288","1","39","0","2"
"281","1437152321","1","31","0","2"
"282","1437152346","1","31","0","2"
"283","1437152351","1","53","0","2"
"284","1437152439","1","40","0","2"
"285","1437152446","1","31","0","2"
"286","1437152483","1","32","1","2"
"287","1437152494","0","50","0","2"
"288","1437152537","1","35","0","2"
"289","1437152537","1","49","0","2"
"290","1437152541","0","55","0","2"
"291","1437152562","1","33","0","2"
"292","1437152569","0","46","0","2"
"293","1437152592","1","39","0","2"
"294","1437152594","1","33","0","2"
"295","1437152690","0","31","0","2"
"296","1437152741","1","36","0","2"
"297","1437152745","1","39","0","2"
"298","1437152801","0","47","0","2"
"299","1437152847","1","47","0","2"
"300","1437152868","1","38","0","2"
"301","1437152938","1","41","0","2"
"302","1437152945","1","43","0","2"
"303","1437152963","1","36","0","2"
"304","1437153049","0","52","0","2"
"305","1437153107","1","46","0","2"
"306","1437153109","0","32","0","2"
"307","1437153180","1","44","0","2"
"308","1437153223","1","33","0","2"
"309","1437153230","0","31","0","2"
"310","1437153246","1","32","0","2"
"311","1437153252","1","40","0","2"
"312","1437153257","1","48","0","2"
"313","1437153286","1","41","0","2"
"314","1437153289","1","38","0","2"
"315","1437153375","1","29","0","2"
"316","1437153434","0","50","0","2"
"317","1437153468","0","48","0","2"
"318","1437153534","0","39","0","2"
"319","1437153583","0","49","0","2"
"320","1437153657","1","39","0","2"
"321","1437153709","1","39","0","2"
"322","1437153818","1","32","0","2"
"323","1437153827","0","40","0","2"
"324","1437153872","0","46","0","2"
"325","1437153910","0","41","0","2"
"326","1437153952","1","57","0","2"
"327","1437153962","1","27","0","2"
"328","1437153974","0","49","0","2"
"329","1437153977","0","40","0","2"
"330","1437154000","0","36","0","2"
"331","1437154014","0","54","0","2"
"332","1437154018","0","49","0","2"
"333","1437154037","1","56","0","2"
"334","1437154063","1","54","0","2"
"335","1437154069","1","42","0","2"
"336","1437154091","1","37","0","2"
"337","1437154304","1","48","0","2"
"338","1437154312","1","47","0","2"
"339","1437154324","0","40","0","2"
"340","1437154416","0","60","0","2"
"341","1437154439","1","38","0","2"
"342","1437154460","1","35","0","2"
"343","1437154466","1","39","0","2"
"344","1437154504","0","44","0","2"
"345","1437154601","0","48","0","2"
"346","1437154618","0","37","0","2"
"347","1437154734","1","40","0","2"
"348","1437154761","0","54","0","2"
"349","1437154767","1","46","0","2"
"350","1437154903","1","34","0","2"
"351","1437154955","0","43","0","2"
"352","1437154969","1","45","0","2"
"353","1437155007","0","48","0","2"
"354","1437155021","1","37","0","2"
"355","1437155098","1","47","0","2"
"356","1437155189","1","37","0","2"
"357","1437155210","1","38","0","2"
"358","1437155276","1","29","0","2"
"359","1437155315","1","38","0","2"
"360","1437155336","0","33","0","2"
"361","1437155362","1","32","0","2"
"362","1437155374","0","53","0","2"
"363","1437155417","1","53","0","2"
"364","1437155482","1","35","0","2"
"365","1437155494","0","37","0","2"
"366","1437155576","0","38","0","2"
"367","1437155599","1","38","0","2"
"368","1437155703","1","43","0","2"
"369","1437155730","1","39","0","2"
"370","1437155741","0","43","0","2"
"371","1437155837","1","32","0","2"
"372","1437155892","1","43","0","2"
"373","1437155898","0","61","0","2"
"374","1437155919","1","30","0","2"
"375","1437155966","1","37","0","2"
"376","1437156059","1","41","0","2"
"377","1437156061","0","40","0","2"
"378","1437156070","0","52","0","2"
"379","1437156097","0","46","0","2"
"380","1437156200","1","42","0","2"
"381","1437156309","1","50","0","2"
"382","1437156353","1","38","0","2"
"383","1437156359","1","62","0","2"
"384","1437156369","1","46","0","2"
"385","1437156381","1","36","0","2"
"386","1437156456","1","38","0","2"
"387","1437156479","1","37","0","2"
"388","1437156539","1","48","0","2"
"389","1437156541","0","41","0","2"
"390","1437156636","1","31","0","2"
"391","1437156701","0","34","0","2"
"392","1437156725","1","31","0","2"
"393","1437156725","1","50","0","2"
"394","1437156806","1","43","0","2"
"395","1437156828","0","53","0","2"
"396","1437156837","1","31","0","2"
"397","1437156847","0","42","0","2"
"398","1437156849","0","55","0","2"
"399","1437156893","1","38","0","2"
"400","1437156927","1","37","0","2"
"401","1437156958","1","40","0","2"
"402","1437156964","1","40","0","2"
"403","1437157044","1","38","0","2"
"404","1437157068","0","42","0","2"
"405","1437157100","1","48","0","2"
"406","1437157135","0","47","0","2"
"407","1437157139","1","31","0","2"
"408","1437157145","1","35","0","2"
"409","1437157167","0","44","0","2"
"410","1437157209","1","22","0","2"
"411","1437157301","1","39","0","2"
"412","1437157329","1","45","0","2"
"413","1437157357","1","34","0","2"
"414","1437157375","0","45","0","2"
"415","1437157412","0","49","0","2"
"416","1437157459","0","38","0","2"
"417","1437157560","1","57","0","2"
"418","1437157602","1","31","0","2"
"419","1437157633","0","53","0","2"
"420","1437157654","1","48","0","2"
"421","1437157677","1","47","0","2"
"422","1437157701","1","62","0","2"
"423","1437157753","0","44","0","2"
"424","1437157755","1","38","0","2"
"425","1437157766","1","40","0","2"
"426","1437157780","0","57","0","2"
"427","1437157783","1","35","0","2"
"428","1437157784","1","45","0","2"
"429","1437157792","1","34","0","2"
"430","1437157847","1","36","0","2"
"431","1437157854","0","51","0","2"
"432","1437157871","1","29","0","2"
"433","1437157877","1","36","0","2"
"434","1437157886","1","38","0","2"
"435","1437157906","1","35","0","2"
"436","1437157956","1","40","0","2"
"437","1437158002","1","36","0","2"
"438","1437158038","0","46","0","2"
"439","1437158043","0","36","0","2"
"440","1437158059","1","57","0","2"
"441","1437158072","0","36","0","2"
"442","1437158086","1","27","0","2"
"443","1437158086","1","43","0","2"
"444","1437158118","0","44","0","2"
"445","1437158122","0","54","0","2"
"446","1437158148","0","37","0","2"
"447","1437158150","1","61","0","2"
"448","1437158164","0","35","0","2"
"449","1437158184","0","44","0","2"
"450","1437158213","1","47","0","2"
"451","1437158258","1","38","0","2"
"452","1437158281","0","33","0","2"
"453","1437158284","0","61","0","2"
"454","1437158294","1","39","0","2"
"455","1437158296","0","38","0","2"
"456","1437158338","0","44","0","2"
"457","1437158377","1","34","0","2"
"458","1437158378","0","52","0","2"
"459","1437158391","1","42","0","2"
"460","1437158406","1","40","0","2"
"461","1437158416","1","44","0","2"
"462","1437158422","1","34","0","2"
"463","1437158422","1","48","0","2"
"464","1437158449","1","46","0","2"
"465","1437158465","0","37","0","2"
"466","1437158479","1","55","0","2"
"467","1437158499","1","42","0","2"
"468","1437158512","0","37","0","2"
"469","1437158516","0","39","0","2"
"470","1437158565","1","48","0","2"
"471","1437158596","1","32","0","2"
"472","1437158597","1","44","0","2"
"473","1437158625","1","39","0","2"
"474","1437158633","0","33","0","2"
"475","1437158666","1","26","0","2"
"476","1437158673","1","42","0","2"
"477","1437158703","1","60","0","2"
"478","1437158715","0","47","0","2"
"479","1437158744","1","50","0","2"
"480","1437158751","1","52","0","2"
"481","1437158771","1","42","0","2"
"482","1437158785","1","53","0","2"
"483","1437158819","0","48","0","2"
"484","1437158822","1","26","0","2"
"485","1437158854","1","31","0","2"
"486","1437158899","0","49","0","2"
"487","1437158927","0","51","0","2"
"488","1437158943","0","54","0","2"
"489","1437158947","1","55","0","2"
"490","1437158957","0","44","0","2"
"491","1437158962","0","48","0","2"
"492","1437158987","0","34","0","2"
"493","1437159003","1","33","0","2"
"494","1437159012","1","40","0","2"
"495","1437159054","1","53","0","2"
"496","1437159077","0","50","0","2"
"497","1437159090","1","44","1","2"
"498","1437159094","0","49","0","2"
"499","1437159111","0","26","0","2"
"500","1437159119","1","29","1","2"
"501","1437159140","1","48","0","2"
"502","1437159192","0","49","0","2"
"503","1437159232","0","35","0","2"
"504","1437159277","1","44","1","2"
"505","1437159298","0","47","0","2"
"506","1437159326","1","50","0","2"
"507","1437159357","0","44","0","2"
"508","1437159377","1","31","0","2"
"509","1437159391","1","44","0","2"
"510","1437159405","1","44","0","2"
"511","1437159429","1","47","0","2"
"512","1437159439","1","34","0","2"
"513","1437159442","0","53","0","2"
"514","1437159514","1","30","0","2"
"515","1437159539","1","45","0","2"
"516","1437159555","0","34","0","2"
"517","1437159556","1","41","0","2"
"518","1437159566","0","38","0","2"
"519","1437159599","1","41","0","2"
"520","1437159640","0","41","0","2"
"521","1437159658","1","33","0","2"
"522","1437159692","1","40","0","2"
"523","1437159715","1","35","0","2"
"524","1437159724","1","36","0","2"
"525","1437159750","0","44","0","2"
"526","1437159795","0","42","0","2"
"527","1437159849","0","34","0","2"
"528","1437160021","1","48","0","2"
"529","1437160081","0","41","0","2"
"530","1437160095","1","53","0","2"
"531","1437160136","1","44","0","2"
"532","1437160209","1","34","0","2"
"533","1437160294","1","40","0","2"
"534","1437160400","0","50","0","2"
"535","1437160409","1","35","0","2"
"536","1437160498","1","48","0","2"
"537","1437160507","1","40","1","2"
"538","1437160521","1","36","0","2"
"539","1437160547","0","48","0","2"
"540","1437160551","1","39","0","2"
"541","1437160588","0","46","0","2"
"542","1437160589","1","44","0","2"
"543","1437160623","1","42","0","2"
"544","1437160650","1","45","0","2"
"545","1437160710","0","43","0","2"
"546","1437160734","1","43","0","2"
"547","1437160745","1","49","0","2"
"548","1437160754","1","33","0","2"
"549","1437160785","1","50","0","2"
"550","1437160804","0","37","0","2"
"551","1437160914","1","40","0","2"
"552","1437160929","1","48","0","2"
"553","1437160962","0","47","0","2"
"554","1437161034","0","48","0","2"
"555","1437161055","1","32","0","2"
"556","1437161088","1","32","0","2"
"557","1437161146","0","39","0","2"
"558","1437161158","1","33","0","2"
"559","1437161203","0","56","0","2"
"560","1437161205","0","45","0","2"
"561","1437161260","1","39","0","2"
"562","1437161272","0","42","0","2"
"563","1437161308","1","52","0","2"
"564","1437161308","0","50","0","2"
"565","1437161309","1","46","0","2"
"566","1437161338","1","46","0","2"
"567","1437161350","0","54","0","2"
"568","1437161466","0","39","0","2"
"569","1437161515","1","39","0","2"
"570","1437161516","1","47","0","2"
"571","1437161550","1","49","0","2"
"572","1437161562","1","34","0","2"
"573","1437161566","0","43","0","2"
"574","1437161605","1","52","0","2"
"575","1437161704","1","52","0","2"
"576","1437161704","1","28","0","2"
"577","1437161728","0","40","0","2"
"578","1437161731","1","49","0","2"
"579","1437161747","1","39","0","2"
"580","1437161836","1","37","0","2"
"581","1437161876","0","43","0","2"
"582","1437161935","1","41","0","2"
"583","1437161947","1","39","0","2"
"584","1437162080","1","56","0","2"
"585","1437162125","1","36","0","2"
"586","1437162159","0","48","0","2"
"587","1437162237","0","44","0","2"
"588","1437162243","1","43","0","2"
"589","1437162286","0","53","0","2"
"590","1437162318","0","59","0","2"
"591","1437162381","0","37","0","2"
"592","1437162390","1","40","0","2"
"593","1437162405","0","36","0","2"
"594","1437162529","1","36","0","2"
"595","1437162555","0","41","0","2"
"596","1437162593","1","35","0","2"
"597","1437162681","1","33","0","2"
"598","1437162738","0","37","0","2"
"599","1437162781","1","53","0","2"
"600","1437162874","0","40","0","2"
"601","1437162925","1","53","0","2"
"602","1437163014","0","49","0","2"
"603","1437163027","1","55","0","2"
"604","1437163079","1","34","0","2"
"605","1437163295","1","45","0","2"
"606","1437163401","1","42","0","2"
"607","1437163501","0","34","0","2"
"608","1437163518","1","32","0","2"
"609","1437163551","1","31","0","2"
"610","1437163705","1","45","0","2"
"611","1437163756","1","37","0","2"
"612","1437163862","1","40","0","2"
"613","1437163927","1","30","0","2"
"614","1437163930","1","38","0","2"
"615","1437163935","1","39","0","2"
"616","1437163950","0","53","0","2"
"617","1437163982","0","43","0","2"
"618","1437163991","0","40","0","2"
"619","1437164009","1","45","0","2"
"620","1437164170","1","41","0","2"
"621","1437164185","1","42","0","2"
"622","1437164320","1","38","0","2"
"623","1437164352","1","37","0","2"
"624","1437164367","1","43","0","2"
"625","1437164379","0","49","0","2"
"626","1437164383","1","42","0","2"
"627","1437164504","0","42","0","2"
"628","1437164520","0","36","0","2"
"629","1437164543","0","42","0","2"
"630","1437164568","0","35","0","2"
"631","1437164579","1","47","0","2"
"632","1437164693","1","55","0","2"
"633","1437164712","0","52","0","2"
"634","1437164744","1","60","0","2"
"635","1437164859","0","48","0","2"
"636","1437165017","1","27","0","2"
"637","1437165058","1","30","0","2"
"638","1437165100","1","53","0","2"
"639","1437165236","0","46","0","2"
"640","1437165361","1","35","0","2"
"641","1437165442","1","48","0","2"
"642","1437165519","1","36","0","2"
"643","1437165575","0","56","0","2"
"644","1437165631","1","52","0","2"
"645","1437165695","1","43","0","2"
"646","1437165774","0","34","0","2"
"647","1437165787","1","39","0","2"
"648","1437165800","0","41","0","2"
"649","1437165916","0","36","0","2"
"650","1437165935","0","45","0","2"
"651","1437165945","1","40","0","2"
"652","1437165977","1","52","0","2"
"653","1437166057","1","39","0","2"
"654","1437166156","1","39","0","2"
"655","1437166245","1","47","0","2"
"656","1437166305","1","51","0","2"
"657","1437166418","1","50","0","2"
"658","1437166434","0","46","0","2"
"659","1437166507","1","47","0","2"
"660","1437166516","1","60","0","2"
"661","1437166525","1","51","0","2"
"662","1437166534","1","47","0","2"
"663","1437166567","1","33","0","2"
"664","1437166669","1","57","0","2"
"665","1437166691","1","40","0","2"
"666","1437166750","1","36","0","2"
"667","1437166851","0","41","0","2"
"668","1437166922","1","34","0","2"
"669","1437166935","0","44","0","2"
"670","1437167184","0","54","0","2"
"671","1437167213","1","41","0","2"
"672","1437167253","1","43","0","2"
"673","1437167644","0","42","0","2"
"674","1437167683","1","32","0","2"
"675","1437167720","0","38","0","2"
"676","1437167738","1","32","0","2"
"677","1437167878","1","36","0","2"
"678","1437167887","0","49","0","2"
"679","1437167894","1","39","0","2"
"680","1437167982","1","41","1","2"
"681","1437168095","1","33","0","2"
"682","1437168107","0","46","0","2"
"683","1437168151","1","41","0","2"
"684","1437168235","0","37","0","2"
"685","1437168359","1","39","0","2"
"686","1437168398","1","47","0","2"
"687","1437168399","0","47","0","2"
"688","1437168420","1","39","0","2"
"689","1437168446","1","47","0","2"
"690","1437168484","0","45","0","2"
"691","1437168505","1","52","0","2"
"692","1437168550","1","48","0","2"
"693","1437168586","1","43","0","2"
"694","1437168617","1","52","0","2"
"695","1437168654","0","29","0","2"
"696","1437168663","1","39","0","2"
"697","1437168686","0","55","0","2"
"698","1437168757","0","45","0","2"
"699","1437168783","0","41","0","2"
"700","1437168789","0","39","0","2"
"701","1437168883","1","44","0","2"
"702","1437168955","1","33","0","2"
"703","1437168980","0","48","0","2"
"704","1437169063","1","37","0","2"
"705","1437169304","1","38","0","2"
"706","1437169574","1","34","0","2"
"707","1437169603","1","44","0","2"
"708","1437169660","0","32","0","2"
"709","1437169673","0","43","0","2"
"710","1437169694","0","47","0","2"
"711","1437169779","0","41","0","2"
"712","1437169786","0","40","0","2"
"713","1437169795","0","58","0","2"
"714","1437169867","1","48","0","2"
"715","1437169871","0","48","0","2"
"716","1437169957","0","53","0","2"
"717","1437170017","1","45","1","2"
"718","1437170040","1","26","1","2"
"719","1437170224","0","31","0","2"
"720","1437170548","1","31","0","2"
"721","1437170769","1","56","0","2"
"722","1437170838","0","34","0","2"
"723","1437170863","1","40","0","2"
"724","1437170864","0","48","0","2"
"725","1437170966","0","50","0","2"
"726","1437171002","1","57","0","2"
"727","1437171231","1","44","0","2"
"728","1437171267","0","50","0","2"
"729","1437171290","1","33","0","2"
"730","1437171427","1","31","0","2"
"731","1437171430","1","43","0","2"
"732","1437171509","1","46","0","2"
"733","1437171526","0","44","0","2"
"734","1437171653","0","41","0","2"
"735","1437171685","1","48","0","2"
"736","1437171762","0","48","0","2"
"737","1437171877","0","50","0","2"
"738","1437171878","1","27","0","2"
"739","1437171885","0","41","0","2"
"740","1437171929","1","45","0","2"
"741","1437171930","0","45","0","2"
"742","1437171944","0","54","0","2"
"743","1437172080","0","47","0","2"
"744","1437172105","1","50","0","2"
"745","1437172241","1","57","0","2"
"746","1437172289","1","38","0","2"
"747","1437172293","0","50","0","2"
"748","1437172447","0","29","0","2"
"749","1437172487","1","49","0","2"
"750","1437172578","0","49","0","2"
"751","1437172601","1","34","0","2"
"752","1437172737","1","39","0","2"
"753","1437172917","0","35","0","2"
"754","1437173062","0","55","0","2"
"755","1437173178","0","32","0","2"
"756","1437173216","1","46","0","2"
"757","1437173236","1","44","0","2"
"758","1437173527","1","51","0","2"
"759","1437173672","1","50","0","2"
"760","1437173940","1","48","0","2"
"761","1437173977","1","36","0","2"
"762","1437174183","0","49","0","2"
"763","1437174218","0","33","0","2"
"764","1437174264","0","43","0","2"
"765","1437174352","0","47","0","2"
"766","1437174379","1","35","0","2"
"767","1437174687","1","37","0","2"
"768","1437174717","1","34","0","2"
"769","1437174829","1","30","0","2"
"770","1437174878","1","32","0","2"
"771","1437174887","1","32","0","2"
"772","1437174890","0","42","0","2"
"773","1437174924","1","47","0","2"
"774","1437174930","1","41","0","2"
"775","1437174931","0","46","0","2"
"776","1437175044","0","40","0","2"
"777","1437175057","0","53","0","2"
"778","1437175187","0","44","0","2"
"779","1437175522","1","32","0","2"
"780","1437175695","0","40","0","2"
"781","1437175718","1","36","0","2"
"782","1437175995","0","43","0","2"
"783","1437176187","1","35","0","2"
"784","1437176409","1","47","0","2"
"785","1437176456","1","47","0","2"
"786","1437176627","0","41","0","2"
"787","1437176879","0","29","0","2"
"788","1437176925","1","50","1","2"
"789","1437177094","1","48","0","2"
"790","1437177114","1","48","0","2"
"791","1437177124","1","59","0","2"
"792","1437177126","0","46","0","2"
"793","1437177150","1","49","1","2"
"794","1437177171","1","29","0","2"
"795","1437177269","1","43","0","2"
"796","1437177315","1","51","0","2"
"797","1437177319","0","40","0","2"
"798","1437177346","1","41","0","2"
"799","1437177423","0","33","0","2"
"800","1437177449","0","30","0","2"
"801","1437177742","0","45","0","2"
"802","1437177836","1","36","0","2"
"803","1437178107","1","49","0","2"
"804","1437178124","0","40","0","2"
"805","1437178174","1","46","0","2"
"806","1437178231","0","53","0","2"
"807","1437178302","1","50","0","2"
"808","1437178335","0","38","0","2"
"809","1437178383","1","32","0","2"
"810","1437178523","0","51","0","2"
"811","1437178583","1","45","0","2"
"812","1437178767","1","41","0","2"
"813","1437178767","1","41","0","2"
"814","1437179000","0","44","0","2"
"815","1437179388","1","48","0","2"
"816","1437179486","0","37","0","2"
"817","1437179520","0","48","0","2"
"818","1437179532","1","44","0","2"
"819","1437179642","1","34","0","2"
